method,path,body,single_q,double_q,dashes,braces,spaces,badwords,class
POST,/unruly_prebid,,0,0,0,0,0,0,bad
POST,/universal/v1?supply_id=WYu2BXv1,,0,0,0,0,0,0,bad
POST,/universal/v1?supply_id=WYu2BXv1,,0,0,0,0,0,0,bad
GET,"/a/api/fastlane.json?account_id=14598&site_id=181004&zone_id=914484&size_id=2&gdpr=0&us_privacy=1---&rp_schain=1.0,1!snigelweb.com,7088,1,,,w3schools.com&eid_criteo.com=jUC5AF9IVmQ2TkVJY3B1OXF1OUh3Z3VjM0xzN3E0RDBnS0VLRXZOeHpWWlk4VmwlMkZwZjM2Q0hjQTBYU0k3WHZCcW1LWGlHdU8lMkIlMkJpWmFNdmNCbEF1ZlBNYnpHJTJCb243anBMZkF0UE9hR0pZUUQydlcwJTNE%5E1&eid_id5-sync.com=ID5*nzwnBT33hobkZpYijfZpwfVnPXbykfHqcoiZgKapZdgMIDkqbsMCHoD7etINw391DCG3p6Ulw3_xLR75UVPI8wwi4yutXzLWIteLyuPFMYsMI8ugGiV3CFALXlQMVOslDCRPPAe_TL0QGlMfgM2utgwlW5nkb0EY_5WUMMeMjcsMJl4egWTyeUAwkqCCyykMDCcbqhMTluhy0NIds6XBzQwoyPyuA2DIt4sP-HIi2_UMKZwtlbRwZcDt8yciLvj5DCqtzZmLyq-0zNUDqLW_Dwwroj7P4_ejZIbJ4iL5riUMLCGHizenm4N_1WelsslrDC2svxipz-VZOlu6EDrGQgwu56NOI4CzlWZ-2zmHulgML7ShatuKqAv41_oSmmZUDDB5y5-D2kw4-6-MCgwt-wwx4GfUHUmUv7kJJPjdbDYMMjQTLeAq7sqI_Gsa8pEWDDPqH_vqQ5ijVQlEGPPZ0ww06VWmBvMiRWTSf8iGhS8MNSPKGZpdwA_ehcffnp0PDDa05VGzri6sS6KSQ5Ogiww3LFC6nx-UWXUDxZ4HoIcMOO1vXWiOhFZZYYIIorYNDDk_uOMKeNnG58iFnIBcRAw6D85IIsPLitTmrFBJA8kMO2KZYkZTivbh1Z4Z4j8sDDxA_iMO---fCxY0dmicbw%5E1%5E2&eid_pubcid.org=7878fc71-24c5-454a-9388-5ac99981a287%5E1&tpid_tdid=02aa9be3-2e1f-4053-99ab-1212ba5d068b&eid_adserver.org=02aa9be3-2e1f-4053-99ab-1212ba5d068b&rf=https%3A%2F%2Fwww.w3schools.com%2Fsql%2Fsql_distinct.asp&tk_flint=pbjs_lite_v5.20.2&x_source.tid=c123368c-4421-420a-8c4b-5b6e49aaf296&p_screen_res=1366x768&rp_secure=1&rp_hard_floor=0.0581&rp_maxbids=1&slots=1&rand=0.6326287732308018",,0,0,2,0,0,0,bad
POST,/unruly_prebid,,0,0,0,0,0,0,bad
POST,/api/v2,,0,0,0,0,0,0,bad
GET,"/a/api/fastlane.json?account_id=14598&site_id=181004&zone_id=883812&size_id=9&alt_size_ids=8&gdpr=0&us_privacy=1---&rp_schain=1.0,1!snigelweb.com,7088,1,,,w3schools.com&eid_criteo.com=jUC5AF9IVmQ2TkVJY3B1OXF1OUh3Z3VjM0xzN3E0RDBnS0VLRXZOeHpWWlk4VmwlMkZwZjM2Q0hjQTBYU0k3WHZCcW1LWGlHdU8lMkIlMkJpWmFNdmNCbEF1ZlBNYnpHJTJCb243anBMZkF0UE9hR0pZUUQydlcwJTNE%5E1&eid_id5-sync.com=ID5*nzwnBT33hobkZpYijfZpwfVnPXbykfHqcoiZgKapZdgMIDkqbsMCHoD7etINw391DCG3p6Ulw3_xLR75UVPI8wwi4yutXzLWIteLyuPFMYsMI8ugGiV3CFALXlQMVOslDCRPPAe_TL0QGlMfgM2utgwlW5nkb0EY_5WUMMeMjcsMJl4egWTyeUAwkqCCyykMDCcbqhMTluhy0NIds6XBzQwoyPyuA2DIt4sP-HIi2_UMKZwtlbRwZcDt8yciLvj5DCqtzZmLyq-0zNUDqLW_Dwwroj7P4_ejZIbJ4iL5riUMLCGHizenm4N_1WelsslrDC2svxipz-VZOlu6EDrGQgwu56NOI4CzlWZ-2zmHulgML7ShatuKqAv41_oSmmZUDDB5y5-D2kw4-6-MCgwt-wwx4GfUHUmUv7kJJPjdbDYMMjQTLeAq7sqI_Gsa8pEWDDPqH_vqQ5ijVQlEGPPZ0ww06VWmBvMiRWTSf8iGhS8MNSPKGZpdwA_ehcffnp0PDDa05VGzri6sS6KSQ5Ogiww3LFC6nx-UWXUDxZ4HoIcMOO1vXWiOhFZZYYIIorYNDDk_uOMKeNnG58iFnIBcRAw6D85IIsPLitTmrFBJA8kMO2KZYkZTivbh1Z4Z4j8sDDxA_iMO---fCxY0dmicbw%5E1%5E2&eid_pubcid.org=7878fc71-24c5-454a-9388-5ac99981a287%5E1&tpid_tdid=02aa9be3-2e1f-4053-99ab-1212ba5d068b&eid_adserver.org=02aa9be3-2e1f-4053-99ab-1212ba5d068b&rf=https%3A%2F%2Fwww.w3schools.com%2Fsql%2Fsql_select.asp&tk_flint=pbjs_lite_v5.20.2&x_source.tid=28f1d098-6c55-46c0-bfcb-d3bb2dcedd4a&p_screen_res=1366x768&rp_secure=1&rp_hard_floor=0.0581&rp_maxbids=1&slots=1&rand=0.2535668358161758",,0,0,2,0,0,1,bad
GET,/ads/measurement/l?ebcid=ALh7CaReq2-T6-clMup1TyRTnhVLaL4K8F-b9WGcuB1_w3sv-1zkGe5UPZblBkr1hcw1J5KSibfHN5kxhZY_d7DmmqJaFgABeQ,,0,0,0,0,0,0,bad
GET,"/a/api/fastlane.json?account_id=14598&site_id=181004&zone_id=914488&size_id=15&alt_size_ids=2%2C16&gdpr=0&us_privacy=1---&rp_schain=1.0,1!snigelweb.com,7088,1,,,w3schools.com&eid_criteo.com=jUC5AF9IVmQ2TkVJY3B1OXF1OUh3Z3VjM0xzN3E0RDBnS0VLRXZOeHpWWlk4VmwlMkZwZjM2Q0hjQTBYU0k3WHZCcW1LWGlHdU8lMkIlMkJpWmFNdmNCbEF1ZlBNYnpHJTJCb243anBMZkF0UE9hR0pZUUQydlcwJTNE%5E1&eid_id5-sync.com=ID5*nzwnBT33hobkZpYijfZpwfVnPXbykfHqcoiZgKapZdgMIDkqbsMCHoD7etINw391DCG3p6Ulw3_xLR75UVPI8wwi4yutXzLWIteLyuPFMYsMI8ugGiV3CFALXlQMVOslDCRPPAe_TL0QGlMfgM2utgwlW5nkb0EY_5WUMMeMjcsMJl4egWTyeUAwkqCCyykMDCcbqhMTluhy0NIds6XBzQwoyPyuA2DIt4sP-HIi2_UMKZwtlbRwZcDt8yciLvj5DCqtzZmLyq-0zNUDqLW_Dwwroj7P4_ejZIbJ4iL5riUMLCGHizenm4N_1WelsslrDC2svxipz-VZOlu6EDrGQgwu56NOI4CzlWZ-2zmHulgML7ShatuKqAv41_oSmmZUDDB5y5-D2kw4-6-MCgwt-wwx4GfUHUmUv7kJJPjdbDYMMjQTLeAq7sqI_Gsa8pEWDDPqH_vqQ5ijVQlEGPPZ0ww06VWmBvMiRWTSf8iGhS8MNSPKGZpdwA_ehcffnp0PDDa05VGzri6sS6KSQ5Ogiww3LFC6nx-UWXUDxZ4HoIcMOO1vXWiOhFZZYYIIorYNDDk_uOMKeNnG58iFnIBcRAw6D85IIsPLitTmrFBJA8kMO2KZYkZTivbh1Z4Z4j8sDDxA_iMO---fCxY0dmicbw%5E1%5E2&eid_pubcid.org=7878fc71-24c5-454a-9388-5ac99981a287%5E1&tpid_tdid=02aa9be3-2e1f-4053-99ab-1212ba5d068b&eid_adserver.org=02aa9be3-2e1f-4053-99ab-1212ba5d068b&rf=https%3A%2F%2Fwww.w3schools.com%2Fpython%2Fpython_comments.asp&tk_flint=pbjs_lite_v5.20.2&x_source.tid=761d2b07-94f2-4ba6-86f6-1abdc85a965c&p_screen_res=1366x768&rp_secure=1&rp_hard_floor=0.0581&rp_maxbids=1&slots=1&rand=0.6310140151655581",,0,0,2,0,0,0,bad
GET,/bidRequest?dcn=8a9694b8017070f8309df8ed25b10036&pos=sws_hb_w3schools_leader_728x90&cmd=bid&eidcriteo.com=jUC5AF9IVmQ2TkVJY3B1OXF1OUh3Z3VjM0xzN3E0RDBnS0VLRXZOeHpWWlk4VmwlMkZwZjM2Q0hjQTBYU0k3WHZCcW1LWGlHdU8lMkIlMkJpWmFNdmNCbEF1ZlBNYnpHJTJCb243anBMZkF0UE9hR0pZUUQydlcwJTNE&eidid5-sync.com=ID5*nzwnBT33hobkZpYijfZpwfVnPXbykfHqcoiZgKapZdgMIDkqbsMCHoD7etINw391DCG3p6Ulw3_xLR75UVPI8wwi4yutXzLWIteLyuPFMYsMI8ugGiV3CFALXlQMVOslDCRPPAe_TL0QGlMfgM2utgwlW5nkb0EY_5WUMMeMjcsMJl4egWTyeUAwkqCCyykMDCcbqhMTluhy0NIds6XBzQwoyPyuA2DIt4sP-HIi2_UMKZwtlbRwZcDt8yciLvj5DCqtzZmLyq-0zNUDqLW_Dwwroj7P4_ejZIbJ4iL5riUMLCGHizenm4N_1WelsslrDC2svxipz-VZOlu6EDrGQgwu56NOI4CzlWZ-2zmHulgML7ShatuKqAv41_oSmmZUDDB5y5-D2kw4-6-MCgwt-wwx4GfUHUmUv7kJJPjdbDYMMjQTLeAq7sqI_Gsa8pEWDDPqH_vqQ5ijVQlEGPPZ0ww06VWmBvMiRWTSf8iGhS8MNSPKGZpdwA_ehcffnp0PDDa05VGzri6sS6KSQ5Ogiww3LFC6nx-UWXUDxZ4HoIcMOO1vXWiOhFZZYYIIorYNDDk_uOMKeNnG58iFnIBcRAw6D85IIsPLitTmrFBJA8kMO2KZYkZTivbh1Z4Z4j8sDDxA_iMO---fCxY0dmicbw&eidadserver.org=02aa9be3-2e1f-4053-99ab-1212ba5d068b&secure=1&us_privacy=1---,,0,0,2,0,0,0,bad
GET,"/a/api/fastlane.json?account_id=14598&site_id=181004&zone_id=883812&size_id=9&alt_size_ids=8&gdpr=0&us_privacy=1---&rp_schain=1.0,1!snigelweb.com,7088,1,,,w3schools.com&eid_criteo.com=jUC5AF9IVmQ2TkVJY3B1OXF1OUh3Z3VjM0xzN3E0RDBnS0VLRXZOeHpWWlk4VmwlMkZwZjM2Q0hjQTBYU0k3WHZCcW1LWGlHdU8lMkIlMkJpWmFNdmNCbEF1ZlBNYnpHJTJCb243anBMZkF0UE9hR0pZUUQydlcwJTNE%5E1&eid_id5-sync.com=ID5*nzwnBT33hobkZpYijfZpwfVnPXbykfHqcoiZgKapZdgMIDkqbsMCHoD7etINw391DCG3p6Ulw3_xLR75UVPI8wwi4yutXzLWIteLyuPFMYsMI8ugGiV3CFALXlQMVOslDCRPPAe_TL0QGlMfgM2utgwlW5nkb0EY_5WUMMeMjcsMJl4egWTyeUAwkqCCyykMDCcbqhMTluhy0NIds6XBzQwoyPyuA2DIt4sP-HIi2_UMKZwtlbRwZcDt8yciLvj5DCqtzZmLyq-0zNUDqLW_Dwwroj7P4_ejZIbJ4iL5riUMLCGHizenm4N_1WelsslrDC2svxipz-VZOlu6EDrGQgwu56NOI4CzlWZ-2zmHulgML7ShatuKqAv41_oSmmZUDDB5y5-D2kw4-6-MCgwt-wwx4GfUHUmUv7kJJPjdbDYMMjQTLeAq7sqI_Gsa8pEWDDPqH_vqQ5ijVQlEGPPZ0ww06VWmBvMiRWTSf8iGhS8MNSPKGZpdwA_ehcffnp0PDDa05VGzri6sS6KSQ5Ogiww3LFC6nx-UWXUDxZ4HoIcMOO1vXWiOhFZZYYIIorYNDDk_uOMKeNnG58iFnIBcRAw6D85IIsPLitTmrFBJA8kMO2KZYkZTivbh1Z4Z4j8sDDxA_iMO---fCxY0dmicbw%5E1%5E2&eid_pubcid.org=7878fc71-24c5-454a-9388-5ac99981a287%5E1&tpid_tdid=02aa9be3-2e1f-4053-99ab-1212ba5d068b&eid_adserver.org=02aa9be3-2e1f-4053-99ab-1212ba5d068b&rf=https%3A%2F%2Fwww.w3schools.com%2Fhowto%2Fdefault.asp&tk_flint=pbjs_lite_v5.20.2&x_source.tid=cc880af9-5df5-4b9d-8705-ed3076392c9d&p_screen_res=1366x768&rp_secure=1&rp_hard_floor=0.0581&rp_maxbids=1&slots=1&rand=0.7031115122450156",,0,0,2,0,0,0,bad
POST,/prebid/v1,,0,0,0,0,0,0,bad
POST,/translator?source=prebid-client,,0,0,0,0,0,0,bad
GET,"/a/api/fastlane.json?account_id=14598&site_id=181004&zone_id=914484&size_id=2&gdpr=0&us_privacy=1---&rp_schain=1.0,1!snigelweb.com,7088,1,,,w3schools.com&eid_criteo.com=jUC5AF9IVmQ2TkVJY3B1OXF1OUh3Z3VjM0xzN3E0RDBnS0VLRXZOeHpWWlk4VmwlMkZwZjM2Q0hjQTBYU0k3WHZCcW1LWGlHdU8lMkIlMkJpWmFNdmNCbEF1ZlBNYnpHJTJCb243anBMZkF0UE9hR0pZUUQydlcwJTNE%5E1&eid_id5-sync.com=ID5*nzwnBT33hobkZpYijfZpwfVnPXbykfHqcoiZgKapZdgMIDkqbsMCHoD7etINw391DCG3p6Ulw3_xLR75UVPI8wwi4yutXzLWIteLyuPFMYsMI8ugGiV3CFALXlQMVOslDCRPPAe_TL0QGlMfgM2utgwlW5nkb0EY_5WUMMeMjcsMJl4egWTyeUAwkqCCyykMDCcbqhMTluhy0NIds6XBzQwoyPyuA2DIt4sP-HIi2_UMKZwtlbRwZcDt8yciLvj5DCqtzZmLyq-0zNUDqLW_Dwwroj7P4_ejZIbJ4iL5riUMLCGHizenm4N_1WelsslrDC2svxipz-VZOlu6EDrGQgwu56NOI4CzlWZ-2zmHulgML7ShatuKqAv41_oSmmZUDDB5y5-D2kw4-6-MCgwt-wwx4GfUHUmUv7kJJPjdbDYMMjQTLeAq7sqI_Gsa8pEWDDPqH_vqQ5ijVQlEGPPZ0ww06VWmBvMiRWTSf8iGhS8MNSPKGZpdwA_ehcffnp0PDDa05VGzri6sS6KSQ5Ogiww3LFC6nx-UWXUDxZ4HoIcMOO1vXWiOhFZZYYIIorYNDDk_uOMKeNnG58iFnIBcRAw6D85IIsPLitTmrFBJA8kMO2KZYkZTivbh1Z4Z4j8sDDxA_iMO---fCxY0dmicbw%5E1%5E2&eid_pubcid.org=7878fc71-24c5-454a-9388-5ac99981a287%5E1&tpid_tdid=02aa9be3-2e1f-4053-99ab-1212ba5d068b&eid_adserver.org=02aa9be3-2e1f-4053-99ab-1212ba5d068b&rf=https%3A%2F%2Fwww.w3schools.com%2Fpython%2Fpython_json.asp&tk_flint=pbjs_lite_v5.20.2&x_source.tid=4498287a-f4e3-425b-b5af-6d64ab85de5a&p_screen_res=1366x768&rp_secure=1&rp_hard_floor=0.0581&rp_maxbids=1&slots=1&rand=0.5117951966518874",,0,0,2,0,0,0,bad
POST,/prebid-request,,0,0,0,0,0,0,bad
POST,/prebid/v1,,0,0,0,0,0,0,bad
GET,"/a/api/fastlane.json?account_id=14598&site_id=181004&zone_id=914492&size_id=15&gdpr=0&us_privacy=1---&rp_schain=1.0,1!snigelweb.com,7088,1,,,w3schools.com&eid_criteo.com=jUC5AF9IVmQ2TkVJY3B1OXF1OUh3Z3VjM0xzN3E0RDBnS0VLRXZOeHpWWlk4VmwlMkZwZjM2Q0hjQTBYU0k3WHZCcW1LWGlHdU8lMkIlMkJpWmFNdmNCbEF1ZlBNYnpHJTJCb243anBMZkF0UE9hR0pZUUQydlcwJTNE%5E1&eid_id5-sync.com=ID5*nzwnBT33hobkZpYijfZpwfVnPXbykfHqcoiZgKapZdgMIDkqbsMCHoD7etINw391DCG3p6Ulw3_xLR75UVPI8wwi4yutXzLWIteLyuPFMYsMI8ugGiV3CFALXlQMVOslDCRPPAe_TL0QGlMfgM2utgwlW5nkb0EY_5WUMMeMjcsMJl4egWTyeUAwkqCCyykMDCcbqhMTluhy0NIds6XBzQwoyPyuA2DIt4sP-HIi2_UMKZwtlbRwZcDt8yciLvj5DCqtzZmLyq-0zNUDqLW_Dwwroj7P4_ejZIbJ4iL5riUMLCGHizenm4N_1WelsslrDC2svxipz-VZOlu6EDrGQgwu56NOI4CzlWZ-2zmHulgML7ShatuKqAv41_oSmmZUDDB5y5-D2kw4-6-MCgwt-wwx4GfUHUmUv7kJJPjdbDYMMjQTLeAq7sqI_Gsa8pEWDDPqH_vqQ5ijVQlEGPPZ0ww06VWmBvMiRWTSf8iGhS8MNSPKGZpdwA_ehcffnp0PDDa05VGzri6sS6KSQ5Ogiww3LFC6nx-UWXUDxZ4HoIcMOO1vXWiOhFZZYYIIorYNDDk_uOMKeNnG58iFnIBcRAw6D85IIsPLitTmrFBJA8kMO2KZYkZTivbh1Z4Z4j8sDDxA_iMO---fCxY0dmicbw%5E1%5E2&eid_pubcid.org=7878fc71-24c5-454a-9388-5ac99981a287%5E1&tpid_tdid=02aa9be3-2e1f-4053-99ab-1212ba5d068b&eid_adserver.org=02aa9be3-2e1f-4053-99ab-1212ba5d068b&rf=https%3A%2F%2Fwww.w3schools.com%2Fsql%2Fsql_where.asp&tk_flint=pbjs_lite_v5.20.2&x_source.tid=bfcbe07c-e5c9-4a92-a6a6-e42e7275ef29&p_screen_res=1366x768&rp_secure=1&rp_hard_floor=0.0581&rp_maxbids=1&slots=1&rand=0.4679425196334346",,0,0,2,0,0,0,bad
GET,"/a/api/fastlane.json?account_id=14598&site_id=181004&zone_id=883812&size_id=9&alt_size_ids=8&gdpr=0&us_privacy=1---&rp_schain=1.0,1!snigelweb.com,7088,1,,,w3schools.com&eid_criteo.com=jUC5AF9IVmQ2TkVJY3B1OXF1OUh3Z3VjM0xzN3E0RDBnS0VLRXZOeHpWWlk4VmwlMkZwZjM2Q0hjQTBYU0k3WHZCcW1LWGlHdU8lMkIlMkJpWmFNdmNCbEF1ZlBNYnpHJTJCb243anBMZkF0UE9hR0pZUUQydlcwJTNE%5E1&eid_id5-sync.com=ID5*nzwnBT33hobkZpYijfZpwfVnPXbykfHqcoiZgKapZdgMIDkqbsMCHoD7etINw391DCG3p6Ulw3_xLR75UVPI8wwi4yutXzLWIteLyuPFMYsMI8ugGiV3CFALXlQMVOslDCRPPAe_TL0QGlMfgM2utgwlW5nkb0EY_5WUMMeMjcsMJl4egWTyeUAwkqCCyykMDCcbqhMTluhy0NIds6XBzQwoyPyuA2DIt4sP-HIi2_UMKZwtlbRwZcDt8yciLvj5DCqtzZmLyq-0zNUDqLW_Dwwroj7P4_ejZIbJ4iL5riUMLCGHizenm4N_1WelsslrDC2svxipz-VZOlu6EDrGQgwu56NOI4CzlWZ-2zmHulgML7ShatuKqAv41_oSmmZUDDB5y5-D2kw4-6-MCgwt-wwx4GfUHUmUv7kJJPjdbDYMMjQTLeAq7sqI_Gsa8pEWDDPqH_vqQ5ijVQlEGPPZ0ww06VWmBvMiRWTSf8iGhS8MNSPKGZpdwA_ehcffnp0PDDa05VGzri6sS6KSQ5Ogiww3LFC6nx-UWXUDxZ4HoIcMOO1vXWiOhFZZYYIIorYNDDk_uOMKeNnG58iFnIBcRAw6D85IIsPLitTmrFBJA8kMO2KZYkZTivbh1Z4Z4j8sDDxA_iMO---fCxY0dmicbw%5E1%5E2&eid_pubcid.org=7878fc71-24c5-454a-9388-5ac99981a287%5E1&tpid_tdid=02aa9be3-2e1f-4053-99ab-1212ba5d068b&eid_adserver.org=02aa9be3-2e1f-4053-99ab-1212ba5d068b&rf=https%3A%2F%2Fwww.w3schools.com%2Fsql%2Fsql_update.asp&tk_flint=pbjs_lite_v5.20.2&x_source.tid=ea7583e6-3972-4258-afce-4e8edf85d7c3&p_screen_res=1366x768&rp_secure=1&rp_hard_floor=0.0581&rp_maxbids=1&slots=1&rand=0.8318103059093875",,0,0,2,0,0,0,bad
POST,/prebid/v1,,0,0,0,0,0,0,bad
POST,/unruly_prebid,,0,0,0,0,0,0,bad
POST,/prebid/v1,,0,0,0,0,0,0,bad
GET,"/a/api/fastlane.json?account_id=14598&site_id=181004&zone_id=914484&size_id=2&gdpr=0&us_privacy=1---&rp_schain=1.0,1!snigelweb.com,7088,1,,,w3schools.com&eid_criteo.com=jUC5AF9IVmQ2TkVJY3B1OXF1OUh3Z3VjM0xzN3E0RDBnS0VLRXZOeHpWWlk4VmwlMkZwZjM2Q0hjQTBYU0k3WHZCcW1LWGlHdU8lMkIlMkJpWmFNdmNCbEF1ZlBNYnpHJTJCb243anBMZkF0UE9hR0pZUUQydlcwJTNE%5E1&eid_id5-sync.com=ID5*nzwnBT33hobkZpYijfZpwfVnPXbykfHqcoiZgKapZdgMIDkqbsMCHoD7etINw391DCG3p6Ulw3_xLR75UVPI8wwi4yutXzLWIteLyuPFMYsMI8ugGiV3CFALXlQMVOslDCRPPAe_TL0QGlMfgM2utgwlW5nkb0EY_5WUMMeMjcsMJl4egWTyeUAwkqCCyykMDCcbqhMTluhy0NIds6XBzQwoyPyuA2DIt4sP-HIi2_UMKZwtlbRwZcDt8yciLvj5DCqtzZmLyq-0zNUDqLW_Dwwroj7P4_ejZIbJ4iL5riUMLCGHizenm4N_1WelsslrDC2svxipz-VZOlu6EDrGQgwu56NOI4CzlWZ-2zmHulgML7ShatuKqAv41_oSmmZUDDB5y5-D2kw4-6-MCgwt-wwx4GfUHUmUv7kJJPjdbDYMMjQTLeAq7sqI_Gsa8pEWDDPqH_vqQ5ijVQlEGPPZ0ww06VWmBvMiRWTSf8iGhS8MNSPKGZpdwA_ehcffnp0PDDa05VGzri6sS6KSQ5Ogiww3LFC6nx-UWXUDxZ4HoIcMOO1vXWiOhFZZYYIIorYNDDk_uOMKeNnG58iFnIBcRAw6D85IIsPLitTmrFBJA8kMO2KZYkZTivbh1Z4Z4j8sDDxA_iMO---fCxY0dmicbw%5E1%5E2&eid_pubcid.org=7878fc71-24c5-454a-9388-5ac99981a287%5E1&tpid_tdid=02aa9be3-2e1f-4053-99ab-1212ba5d068b&eid_adserver.org=02aa9be3-2e1f-4053-99ab-1212ba5d068b&rf=https%3A%2F%2Fwww.w3schools.com%2Fsql%2Fsql_isnull.asp&tk_flint=pbjs_lite_v5.20.2&x_source.tid=444f63e9-da3f-4b0f-8c00-addcb862c72c&p_screen_res=1366x768&rp_secure=1&rp_hard_floor=0.0581&rp_maxbids=1&slots=1&rand=0.8802559340468235",,0,0,2,0,0,0,bad
POST,/unruly_prebid,,0,0,0,0,0,0,bad
POST,/unruly_prebid,,0,0,0,0,0,0,bad
GET,/bootstrap/bootstrap_ver.asp,,0,0,0,0,0,0,bad
POST,/ingress/v1/auction?id=1295167980,,0,0,0,0,0,0,bad
POST,/unruly_prebid,,0,0,0,0,0,0,bad
POST,/ingress/v1/auction?id=1639905156,,0,0,0,0,0,0,bad
GET,/pagead/adview?ai=CF7c0xIg8Yu7VCaKbz7sPlb-02ASA4IDQaIGzjMjUD_n93ngQASCOvZ4cYI3csQWgAaun7Z8DyAEB4AIAqAMByAMKqgSOAk_QaJ6WqR8jsInXfwVJvfw9umfLJhjMESPcOCbHFLYiY7lvD3DRzL3pLKw7_bCJOKc2oHiC3ACz57QMYp_xO3gDEIpmki1_n8N172XM03x2oA5wKmM5nYwKBsWh8HLf2adDwCP8GBoQsz1ha8IfCNEJ6qrigmLTtXHujcivRq2jytFDE0yfNdnBwy80XJRpjxuQxEx_88g2sLlbFrq0kOjaLP-VttICgy9QChR8zSxfJdpSMMp8bjWD2obYA5Yr70Gujq4TDVYnyG2uvyfMM87ARTRHLd8ZHj-oSX9mi-husmG3nv9DyNt3bezPmm3Aaqj3JuHC92yThVvCZYMfH4s00HFCzcKfOTOXCge2MMAEuavHs-oD4AQBkgUECAQYAZIFBAgFGASAB73YkmCoB47OG6gHk9gbqAfulrECqAf-nrECqAeko7ECqAfVyRuoB6a-G9gHAfIHAxDSXdIIBwiAYRABGB3yCBthZHgtc3Vic3luLTY0MTgxOTg3MDI1NTY5MzeACgPICwHYEwrQFQGYFgGAFwGyFx4KHAgAEhRwdWItNDI3Njk2OTE1NzEyODEwNBj-nRQ&sigh=sYWHVSpzWSc&uach_m=[UACH],,0,0,0,0,0,0,bad
GET,"/a/api/fastlane.json?account_id=14598&site_id=181004&zone_id=883812&size_id=9&alt_size_ids=8&gdpr=0&us_privacy=1---&rp_schain=1.0,1!snigelweb.com,7088,1,,,w3schools.com&eid_criteo.com=jUC5AF9IVmQ2TkVJY3B1OXF1OUh3Z3VjM0xzN3E0RDBnS0VLRXZOeHpWWlk4VmwlMkZwZjM2Q0hjQTBYU0k3WHZCcW1LWGlHdU8lMkIlMkJpWmFNdmNCbEF1ZlBNYnpHJTJCb243anBMZkF0UE9hR0pZUUQydlcwJTNE%5E1&eid_id5-sync.com=ID5*nzwnBT33hobkZpYijfZpwfVnPXbykfHqcoiZgKapZdgMIDkqbsMCHoD7etINw391DCG3p6Ulw3_xLR75UVPI8wwi4yutXzLWIteLyuPFMYsMI8ugGiV3CFALXlQMVOslDCRPPAe_TL0QGlMfgM2utgwlW5nkb0EY_5WUMMeMjcsMJl4egWTyeUAwkqCCyykMDCcbqhMTluhy0NIds6XBzQwoyPyuA2DIt4sP-HIi2_UMKZwtlbRwZcDt8yciLvj5DCqtzZmLyq-0zNUDqLW_Dwwroj7P4_ejZIbJ4iL5riUMLCGHizenm4N_1WelsslrDC2svxipz-VZOlu6EDrGQgwu56NOI4CzlWZ-2zmHulgML7ShatuKqAv41_oSmmZUDDB5y5-D2kw4-6-MCgwt-wwx4GfUHUmUv7kJJPjdbDYMMjQTLeAq7sqI_Gsa8pEWDDPqH_vqQ5ijVQlEGPPZ0ww06VWmBvMiRWTSf8iGhS8MNSPKGZpdwA_ehcffnp0PDDa05VGzri6sS6KSQ5Ogiww3LFC6nx-UWXUDxZ4HoIcMOO1vXWiOhFZZYYIIorYNDDk_uOMKeNnG58iFnIBcRAw6D85IIsPLitTmrFBJA8kMO2KZYkZTivbh1Z4Z4j8sDDxA_iMO---fCxY0dmicbw%5E1%5E2&eid_pubcid.org=7878fc71-24c5-454a-9388-5ac99981a287%5E1&tpid_tdid=02aa9be3-2e1f-4053-99ab-1212ba5d068b&eid_adserver.org=02aa9be3-2e1f-4053-99ab-1212ba5d068b&rf=https%3A%2F%2Fwww.w3schools.com%2Fhowto%2Fhowto_js_accordion.asp&tk_flint=pbjs_lite_v5.20.2&x_source.tid=d7fe26e9-c75e-4e7b-a49c-2554fee4bfe6&p_screen_res=1366x768&rp_secure=1&rp_hard_floor=0.0581&rp_maxbids=1&slots=1&rand=0.16540907185297238",,0,0,2,0,0,0,bad
POST,/unruly_prebid,,0,0,0,0,0,0,bad
GET,/ads/measurement/l?ebcid=ALh7CaTOorQQOLcwjSR-I0izi8sGKpPX8QCnfrsMbwT8u9dJ5QSg1FhUk30Vko6X5uNKAM_qVyhWp914W5BkeB97fKYIqfY5Dg,,0,0,0,0,0,0,bad
POST,/prebid/v1,,0,0,0,0,0,0,bad
POST,/unruly_prebid,,0,0,0,0,0,0,bad
GET,/php/php_numbers.asp,,0,0,0,0,0,0,bad
POST,/ut/v3/prebid,,0,0,0,0,0,0,bad
GET,/prebid/202203231234/wrap.js,,0,0,0,0,0,0,bad
POST,/?t=1250&ts=1648134253344&src=pbjs,,0,0,0,0,0,1,bad
GET,/sql/sql_alias.asp,,0,0,0,0,0,0,bad
GET,/argus/argus.js,,0,0,0,0,0,0,bad
POST,/unruly_prebid,,0,0,0,0,0,0,bad
